entrezGeneId,hugoSymbol,name,oncogene,curatedIsoform,curatedRefSeq,geneAliases/0,tsg,geneAliases/1,geneAliases/2,geneAliases/3,geneAliases/4,geneAliases/5,geneAliases/6,geneAliases/7,geneAliases/8,geneAliases/9,geneAliases/10,geneAliases/11,geneAliases/12,geneAliases/13,geneAliases/14,geneAliases/15,geneAliases/16,geneAliases/17,geneAliases/18,geneAliases/19,geneAliases/20
604,BCL6,B-cell CLL/lymphoma 6,True,ENST00000232014,NM_001706.4,ZBTB27,False,ZNF51,BCL6A,LAZ3,,,,,,,,,,,,,,,,,
440926,H3F3AP4,"H3 histone, family 3A, pseudogene 4",False,,,p13,False,,,,,,,,,,,,,,,,,,,,
5727,PTCH1,patched 1,False,ENST00000331920,NM_000264.3,NBCCS,True,PTC1,BCNS,HPE7,PTCH11,PTCH,PTC,,,,,,,,,,,,,,
5728,PTEN,phosphatase and tensin homolog,False,ENST00000371953,NM_000314.4,DEC,True,MHAM,10q23del,BZS,PTEN1,GLM2,CWS1,MMAC1,,,,,,,,,,,,,
54880,BCOR,BCL6 corepressor,False,ENST00000378444,NM_001123385.1,MAA2,True,ANOP2,MCOPS2,,,,,,,,,,,,,,,,,,
27244,SESN1,sestrin 1,False,ENST00000436639,NM_014454.2,PA26,False,SEST1,,,,,,,,,,,,,,,,,,,
64109,CRLF2,cytokine receptor-like factor 2,False,ENST00000381566,NM_022148.2,TSLPR,False,CRL2,CRLF2Y,,,,,,,,,,,,,,,,,,
54894,RNF43,ring finger protein 43,False,ENST00000407977,NM_017763.4,RNF124,True,URCC,,,,,,,,,,,,,,,,,,,
23152,CIC,capicua transcriptional repressor,False,ENST00000575354,NM_015125.3,,True,,,,,,,,,,,,,,,,,,,,
8821,INPP4B,inositol polyphosphate-4-phosphatase type II B,False,ENST00000262992,NM_001101669.1,,True,,,,,,,,,,,,,,,,,,,,
6774,STAT3,signal transducer and activator of transcription 3,True,ENST00000264657,NM_139276.2,ADMIO,False,APRF,HIES,,,,,,,,,,,,,,,,,,
6776,STAT5A,signal transducer and activator of transcription 5A,False,ENST00000345506,NM_003152.3,STAT5,False,MGF,,,,,,,,,,,,,,,,,,,
54904,WHSC1L1,Wolf-Hirschhorn syndrome candidate 1-like 1,False,ENST00000317025,NM_023034.1,WHISTLE,False,pp14328,,,,,,,,,,,,,,,,,,,
6777,STAT5B,signal transducer and activator of transcription 5B,False,ENST00000293328,NM_012448.3,STAT5,False,,,,,,,,,,,,,,,,,,,,
64121,RRAGC,Ras related GTP binding C,False,ENST00000373001,NM_022157.3,TIB929,False,GTR2,RAGC,,,,,,,,,,,,,,,,,,
7803,PTP4A1,"protein tyrosine phosphatase type IVA, member 1",False,ENST00000370651,NM_003463.4,PRL1,False,PRL-1,HH72,PTPCAAX1,PTP(CAAX1),,,,,,,,,,,,,,,,
124540,MSI2,musashi RNA binding protein 2,False,ENST00000284073,NM_138962.2,MSI2H,False,,,,,,,,,,,,,,,,,,,,
639,PRDM1,PR domain 1,False,ENST00000369096,NM_001198.3,PRDI-BF1,False,BLIMP1,,,,,,,,,,,,,,,,,,,
641,BLM,Bloom syndrome RecQ like helicase,False,ENST00000355112,NM_000057.2,BS,True,RECQL3,RECQ2,RECQL2,,,,,,,,,,,,,,,,,
3716,JAK1,Janus kinase 1,False,ENST00000342505,NM_002227.2,JTK3,False,JAK1B,JAK1A,,,,,,,,,,,,,,,,,,
7812,CSDE1,cold shock domain containing E1,False,ENST00000438362,NM_001242891.1,D1S155E,False,UNR,,,,,,,,,,,,,,,,,,,
3717,JAK2,Janus kinase 2,True,ENST00000381652,NM_004972.3,THCYT3,False,JTK10,,,,,,,,,,,,,,,,,,,
3718,JAK3,Janus kinase 3,False,ENST00000458235,NM_000215.3,JAK3_HUMAN,False,L-JAK,JAKL,JAK-3,LJAK,,,,,,,,,,,,,,,,
6790,AURKA,aurora kinase A,True,ENST00000312783,NM_003600.2,PPP1R47,False,AIK,BTAK,STK15,ARK1,STK6,STK7,AURA,,,,,,,,,,,,,
256646,NUTM1,NUT midline carcinoma family member 1,False,ENST00000333756,XM_011521429.1,FAM22H,False,NUT,C15orf55,,,,,,,,,,,,,,,,,,
6794,STK11,serine/threonine kinase 11,False,ENST00000326873,NM_000455.4,PJS,True,hLKB1,LKB1,,,,,,,,,,,,,,,,,,
10892,MALT1,MALT1 paracaspase,False,ENST00000348428,NM_006785.3,MLT,False,PCASP1,MLT1,IMD12,,,,,,,,,,,,,,,,,
3725,JUN,"Jun proto-oncogene, AP-1 transcription factor subunit",True,ENST00000371222,NM_002228.3,c-Jun,False,AP1,AP-1,,,,,,,,,,,,,,,,,,
657,BMPR1A,bone morphogenetic protein receptor type 1A,False,ENST00000372037,NM_004329.2,CD292,False,10q23del,ACVRLK3,ALK3,SKR5,,,,,,,,,,,,,,,,
5781,PTPN11,"protein tyrosine phosphatase, non-receptor type 11",True,ENST00000351677,NM_002834.3,JMML,False,CFC,SHP2,PTP2C,PTP-1D,NS1,BPTP3,METCDS,SH-PTP3,SH-PTP2,,,,,,,,,,,
4763,NF1,neurofibromin 1,False,ENST00000358273,NM_001042492.2,WSS,True,NFNS,VRNF,,,,,,,,,,,,,,,,,,
8859,STK19,serine/threonine kinase 19,False,ENST00000375331,NM_004197.1,D6S60,False,D6S60E,G11,HLA-RP1,,,,,,,,,,,,,,,,,
668,FOXL2,forkhead box L2,False,ENST00000330315,NM_023067.3,BPES1,False,BPES,PINTO,POF3,PFRK,,,,,,,,,,,,,,,,
5789,PTPRD,"protein tyrosine phosphatase, receptor type D",False,ENST00000356435,NM_002839.3,HPTP,False,RPTPDELTA,HPTPD,PTPD,HPTPDELTA,,,,,,,,,,,,,,,,
672,BRCA1,"BRCA1, DNA repair associated",False,ENST00000357654,NM_007294.3,RNF53,True,IRIS,BRCAI,PNCA4,PSCP,BROVCA1,BRCC1,FANCS,PPP1R53,,,,,,,,,,,,
673,BRAF,"B-Raf proto-oncogene, serine/threonine kinase",True,ENST00000288602,NM_004333.4,NS7,False,B-raf,BRAF1,RAFB1,B-RAF1,,,,,,,,,,,,,,,,
675,BRCA2,"BRCA2, DNA repair associated",False,ENST00000380152,NM_000059.3,FANCD1,True,BROVCA2,XRCC11,FAD,FAD1,BRCC2,GLM3,FACD,FANCD,PNCA2,,,,,,,,,,,
4771,NF2,neurofibromin 2 (merlin),False,ENST00000338641,NM_000268.3,BANF,True,SCH,ACN,,,,,,,,,,,,,,,,,,
54949,SDHAF2,succinate dehydrogenase complex assembly factor 2,False,ENST00000301761,NM_017841.2,PGL2,False,SDH5,C11orf79,,,,,,,,,,,,,,,,,,
7849,PAX8,paired box 8,True,ENST00000263334,NM_003466.3,,False,,,,,,,,,,,,,,,,,,,,
5802,PTPRS,"protein tyrosine phosphatase, receptor type S",False,ENST00000357368,NM_002850.3,R-PTP-S,False,PTPSIGMA,R-PTP-sigma,,,,,,,,,,,,,,,,,,
4780,NFE2L2,"nuclear factor, erythroid 2 like 2",True,ENST00000397062,NM_006164.4,NRF2,False,,,,,,,,,,,,,,,,,,,,
7852,CXCR4,C-X-C motif chemokine receptor 4,False,ENST00000241393,NM_003467.2,NPYRL,False,CD184,NPY3R,HM89,NPYY3R,LAP-3,HSY3RR,D2S201E,LCR1,WHIMS,LESTR,FB22,WHIM,NPYR,,,,,,,
2735,GLI1,GLI family zinc finger 1,True,ENST00000228682,NM_005269.2,GLI,False,,,,,,,,,,,,,,,,,,,,
8880,FUBP1,far upstream element binding protein 1,False,ENST00000370768,NM_003902.3,FBP,True,hDH V,FUBP,,,,,,,,,,,,,,,,,,
695,BTK,Bruton tyrosine kinase,True,ENST00000308731,NM_000061.2,AT,False,IMD1,AGMX1,ATK,BPK,XLA,PSCTK1,,,,,,,,,,,,,,
4792,NFKBIA,NFKB inhibitor alpha,True,ENST00000216797,NM_020529.2,IKBA,False,NFKBI,MAD-3,,,,,,,,,,,,,,,,,,
6850,SYK,spleen associated tyrosine kinase,False,ENST00000375746,NM_003177.5,p72-Syk,False,,,,,,,,,,,,,,,,,,,,
10957,PNRC1,proline rich nuclear receptor coactivator 1,False,ENST00000336032,NM_006813.2,PNAS-145,False,PRR2,B4-2,PROL2,,,,,,,,,,,,,,,,,
2767,GNA11,G protein subunit alpha 11,True,ENST00000078429,NM_002067.2,GNA-11,False,FBH2,HYPOC2,FHH2,FBH,HHC2,,,,,,,,,,,,,,,
3791,KDR,kinase insert domain receptor,True,ENST00000263923,NM_002253.2,VEGFR2,False,CD309,VEGFR,FLK1,,,,,,,,,,,,,,,,,
8915,BCL10,B-cell CLL/lymphoma 10,False,ENST00000370580,NM_003921.4,c-E10,True,CIPER,mE10,CLAP,IMD37,CARMEN,,,,,,,,,,,,,,,
83667,SESN2,sestrin 2,False,ENST00000253063,NM_031459.4,SES2,False,HI95,SEST2,,,,,,,,,,,,,,,,,,
2776,GNAQ,G protein subunit alpha q,True,ENST00000286548,NM_002072.3,G-ALPHA-q,False,GAQ,SWS,,,,,,,,,,,,,,,,,,
4824,NKX3-1,NK3 homeobox 1,False,ENST00000380871,NM_006167.3,NKX3A,False,NKX3.1,BAPX2,NKX3,,,,,,,,,,,,,,,,,
2778,GNAS,GNAS complex locus,True,ENST00000371085,NM_000516.4,NESP,False,SgVI,C20orf45,GNAS1,GSA,GSP,GPSA,AHO,POH,SCG6,,,,,,,,,,,
79577,CDC73,cell division cycle 73,False,ENST00000367435,NM_024529.4,HYX,False,HRPT2,HPTJT,C1orf28,FIHP,HRPT1,,,,,,,,,,,,,,,
8929,PHOX2B,paired like homeobox 2b,False,ENST00000226382,NM_003924.3,PMX2B,False,NBLST2,NBPhox,,,,,,,,,,,,,,,,,,
23269,MGA,"MGA, MAX dimerization protein",False,ENST00000219905,NM_001164273.1,MAD5,True,MXD5,,,,,,,,,,,,,,,,,,,
3815,KIT,KIT proto-oncogene receptor tyrosine kinase,True,ENST00000288135,NM_000222.2,PBT,False,C-Kit,CD117,SCFR,,,,,,,,,,,,,,,,,
6890,TAP1,"transporter 1, ATP binding cassette subfamily B member",False,ENST00000354258,NM_000593.5,ABCB2,False,TAP1*0102N,RING4,APT1,D6S114E,PSF-1,ABC17,TAP1N,,,,,,,,,,,,,
6891,TAP2,"transporter 2, ATP binding cassette subfamily B member",False,ENST00000374899,NM_018833.2,ABCB3,False,APT2,PSF-2,RING11,D6S217E,ABC18,,,,,,,,,,,,,,,
9965,FGF19,fibroblast growth factor 19,True,ENST00000294312,NM_005117.2,,False,,,,,,,,,,,,,,,,,,,,
9968,MED12,mediator complex subunit 12,True,ENST00000374080,NM_005120.2,ARC240,False,TNRC11,TRAP230,OKS,MED12S,HOPA,CAGH45,FGS1,OHDOX,,,,,,,,,,,,
4851,NOTCH1,notch 1,True,ENST00000277541,NM_017617.3,TAN1,True,hN1,AOVD1,AOS5,,,,,,,,,,,,,,,,,
4853,NOTCH2,notch 2,True,ENST00000256646,NM_024408.3,HJCYS,True,AGS2,hN2,,,,,,,,,,,,,,,,,,
4854,NOTCH3,notch 3,False,ENST00000263388,NM_000435.2,CADASIL,False,IMF2,LMNS,CASIL,CADASIL1,,,,,,,,,,,,,,,,
4855,NOTCH4,notch 4,False,ENST00000375023,NM_004557.3,INT3,False,,,,,,,,,,,,,,,,,,,,
5879,RAC1,"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)",True,ENST00000356142,NM_018890.3,p21-Rac1,False,Rac-1,MIG5,TC-25,,,,,,,,,,,,,,,,,
5880,RAC2,"ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)",False,ENST00000249071,NM_002872.4,Gx,False,EN-7,p21-Rac2,HSPC022,,,,,,,,,,,,,,,,,
1786,DNMT1,DNA (cytosine-5-)-methyltransferase 1,False,ENST00000340748,NM_001379.2,CXXC9,False,DNMT,ADCADN,AIM,MCMT,HSN1E,m.HsaI,,,,,,,,,,,,,,
1788,DNMT3A,DNA methyltransferase 3 alpha,False,ENST00000264709,NM_022552.4,DNMT3A2,True,TBRS,M.HsaIIIA,,,,,,,,,,,,,,,,,,
1789,DNMT3B,DNA methyltransferase 3 beta,False,ENST00000328111,NM_006892.3,ICF1,False,M.HsaIIIB,ICF,,,,,,,,,,,,,,,,,,
5885,RAD21,RAD21 cohesin complex component,False,ENST00000297338,NM_006265.2,HRAD21,True,MCD1,HR21,SCC1,hHR21,CDLS4,NXP1,,,,,,,,,,,,,,
5888,RAD51,RAD51 recombinase,True,ENST00000267868,NM_002875.4,RAD51A,False,HRAD51,MRMV2,RECA,HsRad51,FANCR,HsT16930,BRCC5,,,,,,,,,,,,,
5889,RAD51C,RAD51 paralog C,False,ENST00000337432,NM_058216.2,BROVCA3,True,R51H3,FANCO,RAD51L2,,,,,,,,,,,,,,,,,
5890,RAD51B,RAD51 paralog B,False,ENST00000487270,NM_133509.3,R51H2,False,REC2,RAD51L1,,,,,,,,,,,,,,,,,,
5892,RAD51D,RAD51 paralog D,False,ENST00000335858,NM_133629.2,BROVCA4,True,R51H3,TRAD,RAD51L3,,,,,,,,,,,,,,,,,
3845,KRAS,"KRAS proto-oncogene, GTPase",True,ENST00000256078,NM_033360.2,KI-RAS,False,RALD,NS,RASK2,CFC2,K-RAS2B,K-RAS2A,K-RAS4B,NS3,K-RAS4A,C-K-RAS,KRAS2,KRAS1,,,,,,,,
4869,NPM1,"nucleophosmin (nucleolar phosphoprotein B23, numatrin)",False,ENST00000296930,NM_002520.6,B23,True,NPM,,,,,,,,,,,,,,,,,,,
5893,RAD52,"RAD52 homolog, DNA repair protein",False,ENST00000358495,NM_134424.2,,False,,,,,,,,,,,,,,,,,,,,
5894,RAF1,"Raf-1 proto-oncogene, serine/threonine kinase",True,ENST00000251849,NM_002880.3,NS5,False,c-Raf,CMD1NN,Raf-1,CRAF,,,,,,,,,,,,,,,,
8968,HIST1H3F,"histone cluster 1, H3f",False,ENST00000446824,NM_021018.2,H3/i,False,H3FI,,,,,,,,,,,,,,,,,,,
6921,TCEB1,transcription elongation factor B subunit 1,False,ENST00000284811,NM_005648.3,SIII,False,eloC,,,,,,,,,,,,,,,,,,,
23308,ICOSLG,inducible T-cell costimulator ligand,False,ENST00000407780,NM_015259.4,CD275,False,B7H2,GL50,B7RP1,B7-H2,B7RP-1,ICOS-L,ICOSL,LICOS,,,,,,,,,,,,
11021,RAB35,"RAB35, member RAS oncogene family",False,ENST00000229340,NM_006861.6,H-ray,False,RAY,,,,,,,,,,,,,,,,,,,
6926,TBX3,T-box 3,False,ENST00000257566,NM_016569.3,UMS,False,TBX3-ISO,XHL,,,,,,,,,,,,,,,,,,
6927,HNF1A,HNF1 homeobox A,False,ENST00000257555,NM_000545.5,HNF1,True,IDDM20,TCF-1,HNF-1A,LFB1,TCF1,MODY3,,,,,,,,,,,,,,
10000,AKT3,AKT serine/threonine kinase 3,True,ENST00000263826,NM_005465.4,RAC-gamma,False,PRKBG,RAC-PK-gamma,MPPH2,PKBG,PKB-GAMMA,STK-2,MPPH,,,,,,,,,,,,,
6929,TCF3,transcription factor 3,False,ENST00000344749,NM_001136139.2,TCF-3,False,ITF1,E2A,E47,AGM8,VDIR,bHLHb21,,,,,,,,,,,,,,
57105,CYSLTR2,cysteinyl leukotriene receptor 2,False,ENST00000282018,NM_020377.2,HG57,False,CYSLT2R,HPN321,GPCR21,KPG_011,hGPCR21,CYSLT2,PSEC0146,,,,,,,,,,,,,
6934,TCF7L2,transcription factor 7 like 2,False,ENST00000543371,NM_001146274.1,TCF-4,True,,,,,,,,,,,,,,,,,,,,
5914,RARA,retinoic acid receptor alpha,False,ENST00000254066,NM_000964.3,RAR,False,NR1B1,,,,,,,,,,,,,,,,,,,
8986,RPS6KA4,ribosomal protein S6 kinase A4,False,ENST00000334205,NM_003942.2,RSK-B,False,S6K-alpha-4,,,,,,,,,,,,,,,,,,,
440093,H3F3C,"H3 histone, family 3C",False,ENST00000340398,NM_001013699.2,H3.5,False,,,,,,,,,,,,,,,,,,,,
4893,NRAS,neuroblastoma RAS viral oncogene homolog,True,ENST00000369535,NM_002524.4,CMNS,False,NS6,ALPS4,N-ras,NRAS1,NCMS,,,,,,,,,,,,,,,
5921,RASA1,RAS p21 protein activator 1,False,ENST00000274376,NM_002890.2,CM-AVM,True,PKWS,GAP,p120GAP,p120RASGAP,CMAVM,RASGAP,RASA,p120,,,,,,,,,,,,
10018,BCL2L11,BCL2 like 11,False,ENST00000393256,NM_138621.4,BOD,True,BIM,BAM,,,,,,,,,,,,,,,,,,
10019,SH2B3,SH2B adaptor protein 3,False,ENST00000341259,NM_005475.2,IDDM20,False,LNK,,,,,,,,,,,,,,,,,,,
5925,RB1,RB transcriptional corepressor 1,False,ENST00000267163,NM_000321.2,OSRC,True,RB,PPP1R130,pRb,p105-Rb,pp110,,,,,,,,,,,,,,,
5927,KDM5A,lysine demethylase 5A,False,ENST00000399788,NM_001042603.1,RBBP2,False,RBBP-2,,,,,,,,,,,,,,,,,,,
811,CALR,calreticulin,False,ENST00000316448,NM_004343.3,SSA,False,cC1qR,CRT,HEL-S-99n,RO,,,,,,,,,,,,,,,,
4913,NTHL1,nth-like DNA glycosylase 1,False,ENST00000219066,NM_002528.5,OCTS3,False,hNTH1,NTH1,FAP3,,,,,,,,,,,,,,,,,
4914,NTRK1,neurotrophic receptor tyrosine kinase 1,True,ENST00000524377,NM_002529.3,TRK1,False,TRKA,Trk-A,TRK,p140-TrkA,MTC,,,,,,,,,,,,,,,
387893,KMT5A,lysine methyltransferase 5A,False,ENST00000330479,NM_020382.3,SET8,False,PR-Set7,SETD8,SET07,,,,,,,,,,,,,,,,,
4915,NTRK2,neurotrophic receptor tyrosine kinase 2,True,ENST00000277120,NM_006180.3,TRKB,False,GP145-TrkB,trk-B,,,,,,,,,,,,,,,,,,
4916,NTRK3,neurotrophic receptor tyrosine kinase 3,True,ENST00000360948,NM_001012338.2,TRKC,False,GP145-TrkC,gp145(trkC),,,,,,,,,,,,,,,,,,
1846,DUSP4,dual specificity phosphatase 4,False,ENST00000240100,NM_001394.6,MKP2,False,MKP-2,HVH2,TYP,,,,,,,,,,,,,,,,,
57144,PAK5,p21 (RAC1) activated kinase 5,False,ENST00000353224,NM_177990.2,PAK7,False,,,,,,,,,,,,,,,,,,,,
4921,DDR2,discoidin domain receptor tyrosine kinase 2,True,ENST00000367921,NM_006182.2,NTRKR3,False,MIG20a,TYRO10,,,,,,,,,,,,,,,,,,
2874,GPS2,G protein pathway suppressor 2,False,ENST00000380728,NM_004489.4,AMF-1,False,,,,,,,,,,,,,,,,,,,,
9020,MAP3K14,mitogen-activated protein kinase kinase kinase 14,False,ENST00000344686,NM_003954.3,NIK,False,HSNIK,HS,FTDCR1B,,,,,,,,,,,,,,,,,
79679,VTCN1,V-set domain containing T cell activation inhibitor 1,False,ENST00000369458,NM_024626.3,VCTN1,False,B7X,B7h.5,PRO1291,B7S1,B7-H4,B7H4,,,,,,,,,,,,,,
64321,SOX17,SRY-box 17,False,ENST00000297316,NM_022454.3,VUR3,True,,,,,,,,,,,,,,,,,,,,
64324,NSD1,nuclear receptor binding SET domain protein 1,False,ENST00000439151,NM_022455.4,KMT3B,False,SOTOS1,SOTOS,ARA267,STO,,,,,,,,,,,,,,,,
64326,RFWD2,ring finger and WD repeat domain 2,False,ENST00000367669,NM_022457.5,RNF200,False,COP1,,,,,,,,,,,,,,,,,,,
841,CASP8,caspase 8,False,ENST00000358485,NM_001080125.1,ALPS2B,True,Casp-8,MCH5,MACH,FLICE,CAP4,,,,,,,,,,,,,,,
5965,RECQL,RecQ like helicase,False,ENST00000421138,NM_032941.2,RecQ1,False,RECQL1,,,,,,,,,,,,,,,,,,,
5966,REL,"REL proto-oncogene, NF-kB subunit",False,ENST00000295025,NM_002908.2,C-Rel,False,,,,,,,,,,,,,,,,,,,,
1871,E2F3,E2F transcription factor 3,True,ENST00000346618,NM_001949.4,E2F-3,False,,,,,,,,,,,,,,,,,,,,
2903,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A,False,ENST00000330684,NM_001134407.1,FESD,False,EPND,LKS,NR2A,GluN2A,NMDAR2A,,,,,,,,,,,,,,,
5976,UPF1,"UPF1, RNA helicase and ATPase",False,ENST00000262803,NM_002911.3,HUPF1,False,pNORF1,smg-2,NORF1,RENT1,,,,,,,,,,,,,,,,
5979,RET,ret proto-oncogene,True,ENST00000355710,NM_020975.4,MTC1,False,CDHF12,CDHR16,MEN2A,RET51,HSCR1,MEN2B,PTC,RET-ELE1,,,,,,,,,,,,
861,RUNX1,runt related transcription factor 1,False,ENST00000300305,NM_001754.4,AML1-EVI-1,True,CBF2alpha,CBFA2,EVI-1,PEBP2aB,AMLCR1,PEBP2alpha,AML1,,,,,,,,,,,,,
